id;link;disciplines;keywords;title;description;type;language;difficulty;format;duration;public;min_age;max_age;resource_image
1499;https://www.merlot.org/merlot/viewMaterial.htm?id=365689;Business/Marketing/Business Marketing;Digital marketing,Online marketing,graphic,technical,marketing,CRM,digital,exercise;Digital Marketing Tools;Digital Marketing Tools is an interactive technical note which introduces the students to the most important techniques of online marketing. An interactive information graphic shows the different areas of Marketing and their applications in a digital world. A final exercise challenges the students to elaborate their own digital marketing plan. A podcast with additional comments of the author complements the technical note and gives a personalised point of view.;Reference Material;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
1500;https://www.merlot.org/merlot/viewMaterial.htm?id=80362;Science and Technology/Communication Sciences and Disorders/Foundations and Related;physical,fairly,explanatory;Math And Physics Applets;This site provides a large selection of physics and math simulations. There is also fairly comprehensive explanatory information about the science and computation behind the applets. The applets are fairly small, and load quickly (even on dial-up), but are very broad in their coverage of topics. These applets are useful for illustrating physical systems and behavior that can not, in general, observed by experiments.... Show More;Simulation;English;Medio bassa;Website;30-60;['High School', 'College Lower Division', 'College Upper Division', 'Graduate School'];14;28;
1501;https://www.merlot.org/merlot/viewMaterial.htm?id=1277354;Science and Technology/Biology/Human Anatomy and Physiology;somatosensory cortex,phantom limb,limb,ramachandran;Secrets of the Mind Phantom Limb;In this segment of Secrets of the Mind, Dr. Vilayanur Ramachandran explains his research on why phantom limb pain occurs. He offers a neurological explanation in the somatosensory cortex for feeling or pain in a missing limb.;Presentation;English;Media;Video;0-30;['College General Ed', 'College Lower Division', 'College Upper Division'];18;24;
1502;https://www.merlot.org/merlot/viewMaterial.htm?id=76056;Science and Technology/Information Technology/IT Infrastructure/Networking;netmasks;TCP/IP and IPX routing tutorial;Explanations of IP addresses, classes, netmasks, subnetting, and routing are provided, and several example networks are considered.;Tutorial;English;Media;Website;30-60;['College General Ed'];18;20;
1503;https://www.merlot.org/merlot/viewMaterial.htm?id=515247;Humanities/English/Language/Composition and Rhetoric;Textual Evidence,Technical Writing,Collaborative Education Project,writing,Collaborative Authoring,Crowdsourcing,Writing Process,Writing,Collab,bccenglish,Language Arts -- Reading,composition,New Media,Academic Research,cool4ed,Collaborative Approaches,Information Literacy,Social Narratives,Language Arts - Writing,Critical Reading,Pedagogy - Writing,literacy,Research Process,Composition,OER,Informational Texts,PeraltaCC,students,Personal Narratives,Journalism,SECEnglish;Writing Commons...the home for writers;Welcome to Writing Commons, the open-education home for writers. Although this is a website, it can be used as a textbook. Writing Commons helps students improve their writing, critical thinking, and information literacy. Founded in 2008 by Joseph M. Moxley, Writing Commons is a viable alternative to expensive writing textbooks. Faculty may assign Writing Commons for... Show More;Reference Material;English;Media;Website;120;['High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];14;100;
1504;https://www.merlot.org/merlot/viewMaterial.htm?id=89767;Mathematics and Statistics/Mathematics/Calculus;applets,polar,root finder,Taylor,graphing,contour,tangent,award,enable,user,cylindrical,Fourier,implicit,Riemann,parametric,mathematical,gradient,vector field,Taylor polynomials,3d graphing,spherical,volumes of revolution,matrix;Mathematical Visualization Toolkit;This site consists of a collection of plotting and solving applets featuring a uniform user interface. This site was selected as the 2005 MERLOT Classics Award winner for the Mathematics discipline due to its value and effectiveness as a set of teaching/learning tools. Visualizing mathematical concepts, especially in three-dimensional space, can be quite difficult for students. These tools and applications enable students to see the concepts in... Show More;Simulation;English;Medio bassa;Website;120;['College General Ed'];18;20;
1505;https://www.merlot.org/merlot/viewMaterial.htm?id=869120;Academic Support Services/Course Redesign;References,multimedia,composition,owl,lab,OWL,writing,Critical Thinking,Online writing lab,information,writing across the disciplines,rhetoric,covers,college;Online Writing Lab presented by Excelsior College;The Excelsior College OWL is a free, comprehensive writing resource offering multimedia support. The OWL covers topics such as the writing process, documentation, grammar, critical thinking, and more. The Locating Information & Writing with Sources area shares information on finding and incorporating sourses while developing a strong writing process for research essays.... Show More;Simulation;English;Media;Website;60-90;['High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];14;100;
1506;https://www.merlot.org/merlot/viewMaterial.htm?id=475026;Education;government,games,civic,sandra,social science,educational games,U.S. government,civics education;iCivics;iCivics is a web-based education project designed to teach students civics and inspire them to be active participants in our democracy. iCivics is the vision of Justice Sandra Day OConnor, who is concerned that students are not getting the information and tools they need for civic participation, and that civics teachers need better materials and support.... Show More;Simulation;English;Medio bassa;Website;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed', 'College Lower Division'];6;22;
1507;https://www.merlot.org/merlot/viewMaterial.htm?id=773403193;Science and Technology/Health Sciences/Mental Health/Anxiety Disorders;outbreak;Anxiety: What You Should Know [Especially During Coronavirus Outbreak];Access this full video series on anxiety for FREE here: https://bit.ly/3a96JjY Theres a lot of anxiety surrounding the coronavirus outbreak. Heres advice f... Show More;Presentation;English;Media;Video;0-30;['College Lower Division', 'College Upper Division', 'Professional'];20;100;
1508;https://www.merlot.org/merlot/viewMaterial.htm?id=77688;Business/Management/Project Management;san,francisco,gone,management;The Top 6 Free and Open Source Project Management Software for Your Small Business;Trying to manage a project without project management software can turn into a Godzilla-like apocalypse quickly. Even with the best intentions and strategy, a wrong turn can quickly demolish months of work, and a misstep can mean the small-business equivalent of losing San Francisco. Taming this project gone bad can be a horrific... Show More;Reference Material;English;Bassa;Website;0-30;['College Upper Division', 'Graduate School', 'Professional'];22;100;
